user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate
36737,40,Female,Brazil,251857,text,fitness,15011,1357,1276,6198,38932,29-09-2022,575556,FALSE,desktop,neutral,#tech,0.453200452
21485,44,Male,UAE,955263,text,travel,19543,791,796,1494,36682,14-01-2022,407400,FALSE,desktop,positive,#love #reels,0.576031841
48565,40,Male,Canada,443367,video,lifestyle,397,1886,118,1107,67339,24-06-2022,642977,FALSE,desktop,positive,#travel,0.035655415
35522,63,Female,Canada,616857,text,travel,11106,2559,1910,3077,60530,07-06-2022,232287,FALSE,desktop,neutral,#lifestyle #fitness #love,0.257310425
75155,61,Female,UAE,669931,text,fashion,16944,381,519,4986,73257,14-09-2023,735285,FALSE,desktop,positive,#fun #music,0.243580818
65168,21,Male,Canada,298729,image,fashion,8381,1446,1238,3434,13644,26-10-2023,162308,FALSE,desktop,positive,#travel #foodie,0.810979185
62487,57,Other,Germany,627870,video,fashion,8396,1371,732,3054,73066,22-08-2022,157935,TRUE,tablet,neutral,#fun #tech,0.143692004
22342,34,Male,Japan,737069,text,lifestyle,11207,1874,79,2815,98457,21-05-2022,696432,TRUE,tablet,positive,#fitness #music,0.133662411
50806,44,Other,Australia,874245,text,tech,3371,2499,418,7061,49943,26-04-2023,468007,FALSE,mobile,neutral,#music,0.12590353
58770,17,Other,UAE,728292,text,education,3041,2008,583,3781,77927,29-04-2022,268327,TRUE,desktop,positive,#fun,0.072272768
88623,35,Female,Brazil,664288,video,lifestyle,6844,1142,711,2035,99237,17-01-2023,444407,FALSE,mobile,negative,#fashion #reels #music,0.087638683
85629,17,Female,Brazil,726880,image,tech,9897,213,1708,6807,43589,05-06-2023,452512,FALSE,mobile,neutral,#lifestyle #music,0.271123449
62603,54,Male,Canada,590424,reel,lifestyle,17096,564,1312,6973,71430,20-11-2023,345918,FALSE,desktop,neutral,#fun #love,0.265602688
91974,44,Other,UAE,101085,image,food,3456,731,233,169,32849,14-02-2023,593199,FALSE,desktop,neutral,#travel,0.134555085
36399,22,Other,Japan,984426,video,tech,10876,438,260,3831,31280,18-02-2022,364196,FALSE,mobile,negative,#lifestyle #fitness,0.370012788
95382,51,Male,Japan,553017,video,fitness,4406,2802,1981,2296,9453,05-01-2023,137095,FALSE,mobile,positive,#love,0.972072358
91244,27,Male,Australia,292811,video,fitness,13165,1588,932,4757,85542,29-11-2022,517171,FALSE,desktop,neutral,#reels,0.183360221
86534,19,Male,Germany,619362,reel,education,11791,628,656,6353,46503,29-05-2022,279455,FALSE,desktop,positive,#fashion #fitness #tech,0.281164656
65106,41,Female,Australia,829541,video,music,13144,902,1045,5007,57916,06-06-2022,101711,TRUE,desktop,neutral,#fitness,0.260567028
40678,59,Male,UK,993546,image,fashion,7649,1470,77,2787,22344,27-08-2023,213173,FALSE,tablet,neutral,#fitness #love #travel,0.411564626
86218,15,,Brazil,534812,text,lifestyle,3877,394,741,3315,84046,01-06-2022,693345,FALSE,mobile,neutral,#lifestyle,0.05963401
73230,31,Other,Japan,610252,text,travel,19906,246,671,6284,75465,06-04-2023,212572,FALSE,mobile,positive,#fashion #tech,0.275929239
84055,22,Male,Canada,956842,video,fashion,5651,2952,1037,631,48769,11-01-2023,486030,FALSE,mobile,positive,#fitness,0.19766655
66373,40,Other,Japan,572519,video,education,12818,2295,1771,804,49034,13-11-2023,105438,FALSE,tablet,neutral,#fashion #lifestyle #travel,0.344332504
41480,41,Other,Japan,807548,reel,travel,4112,1636,1171,6323,13146,19-08-2023,656402,FALSE,mobile,neutral,#fashion #tech #fitness,0.526319793
95230,27,Female,France,388969,text,lifestyle,4565,2646,1685,5015,50157,01-03-2023,431806,FALSE,desktop,neutral,#music #love,0.17736308
78836,47,Male,Brazil,766273,reel,fashion,4977,2912,29,6780,22848,17-02-2022,640096,FALSE,tablet,neutral,#reels,0.34655112
82258,18,Male,UK,312823,reel,fashion,19062,1472,437,6897,47375,01-12-2022,776525,FALSE,mobile,negative,#foodie,0.442659631
49986,24,Other,Australia,184269,reel,music,8775,2131,1696,5843,66819,30-12-2023,748621,TRUE,tablet,positive,#fitness,0.188599051
34160,59,Female,UK,900764,reel,music,10188,,1796,3034,10511,12-08-2023,644556,FALSE,tablet,neutral,#fitness #travel #reels,1.408429265
95595,50,Female,France,154895,image,fitness,841,1244,1553,5136,62626,09-07-2023,523786,FALSE,desktop,positive,#fashion,0.058090889
89111,25,Male,Germany,497648,video,travel,10567,2098,62,3087,44704,14-04-2023,769743,FALSE,tablet,positive,#fitness #tech #fashion,0.284694882
74929,41,,UK,336641,video,food,4038,2597,1453,4480,33956,29-07-2023,789431,FALSE,desktop,neutral,#tech #fashion #travel,0.2381906
83506,31,Male,Japan,499319,reel,food,1804,2818,1158,3412,34060,02-09-2022,783418,FALSE,desktop,neutral,#tech,0.169700528
44911,15,Male,USA,884118,reel,fashion,8921,980,156,4988,97114,24-09-2023,287671,FALSE,mobile,positive,#tech #foodie #fashion,0.103558704
97127,20,Male,UAE,602532,image,music,4349,1210,568,7130,5487,19-09-2022,183758,FALSE,desktop,positive,#fashion,1.116639329
41821,20,Male,UK,429711,reel,lifestyle,9655,1548,942,6912,52703,07-09-2022,71176,FALSE,mobile,neutral,#fun #foodie #fashion,0.23044229
85039,32,Other,UAE,424857,image,fashion,14906,2512,776,3869,61285,12-05-2023,302199,FALSE,mobile,neutral,#fashion #tech,0.296875255
70535,,Female,France,314241,image,education,14879,418,253,6099,33199,21-02-2022,209287,FALSE,mobile,positive,#fun,0.468387602
94458,16,Male,UK,682927,reel,fitness,4946,2134,1006,791,50300,04-05-2023,327795,TRUE,desktop,neutral,#reels #fashion #tech,0.160755467
22175,63,Male,UK,581944,video,music,10359,258,1210,4141,12380,22-05-2022,537232,FALSE,mobile,negative,#music #fashion #fitness,0.955331179
64771,33,Male,India,862183,image,education,6657,2358,1903,2551,2375,07-01-2023,462566,FALSE,desktop,positive,#lifestyle #tech #fun,4.597052632
96925,15,Male,Japan,465747,video,travel,15989,2220,872,3841,38105,08-09-2022,109687,FALSE,desktop,neutral,#love #tech,0.500747933
76358,57,Female,Canada,178488,video,education,17956,1519,,3214,6485,10-11-2022,109878,FALSE,mobile,negative,#travel,3.219275251
27327,20,Female,UAE,455049,image,music,13266,1268,1350,3356,50886,13-08-2022,240197,FALSE,desktop,negative,#lifestyle #fun #travel,0.312148725
57057,35,Female,Germany,594614,text,fashion,6240,939,198,7522,61049,27-10-2023,755133,FALSE,mobile,negative,#lifestyle,0.12083736
16150,28,Female,India,365121,image,education,9585,2552,880,4925,73284,25-02-2022,660887,FALSE,mobile,negative,#lifestyle #fitness,0.177624038
14425,25,Male,Japan,335101,text,lifestyle,15776,2376,1194,2572,98906,05-12-2022,329145,FALSE,mobile,,#lifestyle #foodie #reels,0.195599862
26032,15,Other,France,416785,image,food,16640,195,1338,5074,3669,05-06-2023,718059,FALSE,tablet,negative,#fashion,4.953120741
12198,60,Female,UAE,494484,image,travel,127,61,5,3904,26010,15-05-2023,693602,FALSE,desktop,neutral,#foodie #fitness #fashion,0.007420223
70500,21,Female,Australia,678719,video,fashion,9574,561,1901,6700,86667,29-04-2023,399473,FALSE,tablet,positive,#tech #foodie,0.138876389
63394,26,Male,France,378900,video,travel,11920,2944,1279,2094,53270,13-06-2022,270563,FALSE,tablet,neutral,#fashion #reels #travel,0.303041111
30079,25,Male,Canada,776124,reel,music,14392,2891,1902,4623,69852,17-03-2023,328491,FALSE,desktop,positive,#fitness #lifestyle,0.274652122
46220,19,Male,UAE,290984,video,fitness,14917,39,820,6250,71527,13-05-2022,757592,FALSE,desktop,positive,#foodie #fashion #love,0.220560068
51874,27,Male,France,770392,video,education,2205,1767,1343,7170,61498,22-03-2022,480592,FALSE,mobile,neutral,#travel,0.086425575
23859,19,Other,India,850374,video,food,8513,2775,247,615,54483,16-12-2022,1332,FALSE,tablet,positive,#fun,0.211717416
60460,50,Other,France,801062,video,lifestyle,10548,2037,1754,5061,31700,09-10-2023,212484,FALSE,desktop,negative,#fun #tech,0.452334385
41419,46,Female,Canada,767245,reel,travel,4379,2504,3,7262,16415,14-05-2022,148769,TRUE,mobile,neutral,#reels #fun,0.419494365
18705,53,Other,Canada,896228,video,food,8067,2925,512,5252,90234,21-02-2022,224808,FALSE,desktop,neutral,#music #fun,0.127490746
52880,34,Female,USA,991015,text,education,11305,1875,837,3993,24332,09-05-2023,87673,FALSE,desktop,positive,#reels,0.576072662
33236,36,Female,UK,263935,text,fashion,12148,787,505,7003,26525,21-07-2022,234062,FALSE,mobile,negative,#fitness #tech #reels,0.5066918
97955,61,Other,Australia,705302,reel,music,12901,1876,30,7950,75991,11-12-2023,482295,FALSE,desktop,neutral,#travel,0.194852022
95514,49,Female,Australia,787477,video,lifestyle,10888,1,1856,4296,66115,10-09-2023,331113,FALSE,mobile,positive,#travel #fashion,0.192770173
25358,56,Male,India,382469,text,lifestyle,9708,1492,1652,2301,84374,23-05-2023,216051,FALSE,tablet,positive,#foodie #lifestyle,0.152321805
86918,13,Female,Canada,500237,image,tech,11485,1129,1988,2230,80202,14-01-2022,706184,FALSE,mobile,positive,#tech #fun,0.182065285
24596,22,Male,USA,573937,text,travel,14117,2263,1298,5269,43599,20-01-2023,498845,FALSE,desktop,positive,#foodie,0.405468015
43572,,Other,Japan,879440,video,music,14220,776,708,1572,54116,24-12-2023,131151,FALSE,tablet,neutral,#foodie #fashion #reels,0.290191441
88757,28,Other,USA,153096,text,food,16221,2726,885,3028,50395,20-07-2022,180582,FALSE,tablet,negative,#travel #fun #tech,0.393531104
11279,58,Female,Germany,826764,image,travel,7081,1782,1348,2537,54335,14-06-2022,346207,FALSE,mobile,positive,#fun #tech #travel,0.187926751
73197,20,Male,France,768431,text,fashion,2371,413,1200,504,57204,15-07-2023,576920,FALSE,mobile,positive,#fashion,0.069645479
72516,61,Female,UK,951081,video,fashion,5016,209,1310,6556,24058,13-05-2022,738104,FALSE,mobile,positive,#fitness,0.271635215
17083,37,Other,USA,894473,image,music,6302,1963,1979,1945,62921,05-08-2023,607856,FALSE,tablet,negative,#music #lifestyle,0.16280733
27771,62,Female,France,837411,reel,education,6382,2090,747,1861,48093,29-04-2022,468448,FALSE,mobile,neutral,#love #lifestyle,0.191691098
39975,24,Female,UK,602827,image,lifestyle,12607,2185,1990,5627,21755,13-10-2023,559709,FALSE,desktop,neutral,#foodie,0.771408872
55648,37,Male,UAE,140058,text,music,11452,1644,78,3722,21928,24-11-2023,785708,FALSE,tablet,neutral,#fun,0.600784385
58285,29,Other,Germany,672551,reel,lifestyle,15865,1583,242,3683,50090,01-05-2023,2530,FALSE,mobile,negative,#music #reels #tech,0.353164304
29063,38,Female,Germany,322574,image,food,18825,2685,1846,403,56665,02-07-2022,9088,FALSE,tablet,positive,#fashion,0.412176829
77642,58,Male,Canada,204820,image,fitness,1017,2516,500,4331,59293,03-04-2023,549120,FALSE,desktop,positive,#fun,0.068018147
96143,60,Female,Germany,731933,image,travel,3047,725,204,1619,41059,01-12-2022,325638,FALSE,desktop,neutral,#love,0.09683626
47599,26,Male,UAE,799830,video,travel,13492,1412,1483,2906,46073,16-07-2023,85100,FALSE,desktop,positive,#lifestyle #reels #fitness,0.35567469
61920,53,Male,Canada,843186,reel,fashion,10260,1221,1406,3013,28062,24-11-2023,180220,FALSE,mobile,neutral,#travel,0.459233127
38529,48,Female,Brazil,589454,reel,travel,13894,2249,722,3616,76680,29-09-2023,86661,FALSE,mobile,neutral,#tech,0.21994001
45954,35,Other,Japan,390367,image,food,11857,2239,332,4728,2309,19-08-2022,23102,FALSE,tablet,neutral,#love #foodie #reels,6.248592464
37856,55,Other,India,920007,reel,tech,4250,106,602,7709,64199,07-11-2022,592670,TRUE,mobile,positive,#love,0.077228617
12573,18,Male,France,865064,text,music,7391,326,165,7601,75220,03-01-2022,388303,TRUE,tablet,negative,#reels #lifestyle,0.104785961
88344,59,Other,Japan,383805,text,lifestyle,2446,2797,160,1569,11548,16-11-2023,427161,FALSE,mobile,neutral,#love #foodie #fun,0.467873225
45367,17,Male,Japan,922864,image,fashion,17783,643,5,3716,67595,22-03-2022,727448,FALSE,desktop,negative,#fashion,0.272668097
70774,55,Other,Australia,330119,text,music,10711,356,1676,6351,375,02-10-2022,245150,FALSE,mobile,neutral,#fashion #tech,33.98133333
33752,37,Female,USA,524363,image,lifestyle,12119,2642,204,139,21108,23-01-2023,307804,FALSE,mobile,neutral,#travel #love,0.708972901
65029,30,Other,Germany,653402,text,lifestyle,3687,2548,1996,4683,91671,11-12-2022,648420,FALSE,mobile,positive,#reels #love,0.089788483
27685,25,Male,Brazil,630318,image,lifestyle,16367,1307,531,6730,60775,07-08-2022,240023,FALSE,desktop,positive,#love,0.299547511
61693,55,Male,USA,452195,image,tech,7864,2515,1123,1843,58402,14-10-2023,263481,TRUE,tablet,,#travel #tech #foodie,0.19694531
65961,26,Other,India,802789,reel,music,6127,507,1700,3378,77887,04-03-2022,86820,FALSE,mobile,neutral,#fashion,0.107001168
86908,40,Female,USA,934175,reel,travel,16936,,44,2964,20629,16-03-2023,287318,FALSE,desktop,positive,#fun #fitness #travel,0.927480731
84532,30,Male,Australia,326941,image,fitness,13834,1089,456,5062,15731,27-01-2022,544667,FALSE,mobile,neutral,#music #fun,0.9776238
91994,,Male,India,487900,reel,lifestyle,8921,194,1872,4665,79182,09-12-2023,243090,FALSE,mobile,negative,#reels #fitness #lifestyle,0.138756283
66133,63,Male,UAE,427759,reel,food,18944,1211,226,3169,47787,16-01-2023,692107,FALSE,desktop,negative,#foodie #fun,0.426496746
71268,39,Male,UAE,147577,video,lifestyle,5108,46,1338,2172,96160,26-10-2023,378269,FALSE,mobile,positive,#travel #music #tech,0.067512479
48243,44,Male,Canada,587800,text,lifestyle,4266,1385,51,6079,71311,05-09-2022,455849,FALSE,mobile,positive,#reels,0.079959614
67384,59,Female,USA,472580,reel,music,4945,2584,1169,3420,56309,03-06-2022,625905,FALSE,mobile,neutral,#tech,0.15446909
41653,21,Other,France,627254,image,travel,8985,,1304,6277,11669,29-07-2022,418648,FALSE,mobile,neutral,#fitness,1.018939069
36657,52,Female,Brazil,475982,video,education,8366,1510,1146,3043,49739,22-01-2022,198585,TRUE,mobile,negative,#travel,0.221596735
49952,44,Female,Australia,628016,video,food,2551,846,1742,1249,38273,05-08-2023,745304,FALSE,desktop,neutral,#foodie #fun,0.134272202
32180,32,Male,India,792664,reel,travel,3848,1602,470,6064,55956,19-01-2022,675775,FALSE,desktop,positive,#tech,0.105797412
88411,40,Female,Brazil,542493,image,lifestyle,3456,708,896,7879,40133,24-05-2023,673539,FALSE,mobile,positive,#love #fashion #foodie,0.126080781
11622,45,Male,USA,335189,image,music,19142,807,1320,5668,38465,05-09-2023,553322,FALSE,mobile,neutral,#fun,0.552944235
58756,16,Female,France,583546,image,education,12031,2659,613,2697,34808,05-11-2023,380870,FALSE,tablet,positive,#fun #music #fashion,0.439640313
50809,58,Male,USA,756307,image,travel,8119,114,511,5839,28690,13-10-2023,308552,FALSE,desktop,negative,#music #reels,0.304775183
26725,46,Male,Germany,967812,image,travel,10162,2727,,2753,64124,23-08-2023,471477,FALSE,mobile,neutral,#lifestyle,0.213243092
71396,60,Female,Germany,428274,text,fashion,1660,630,1664,6711,12089,05-03-2023,509179,FALSE,tablet,positive,#music #fun #foodie,0.3270742
61226,15,Female,Australia,645702,image,tech,13208,2266,1525,4434,33827,06-02-2022,55484,FALSE,desktop,,#tech #lifestyle,0.502527567
91182,38,Other,India,193005,image,education,10716,196,1702,4934,39498,11-02-2023,268165,TRUE,tablet,positive,#lifestyle #foodie #music,0.319357942
92565,20,Other,India,512655,text,fitness,13009,400,1225,6465,38660,28-02-2023,149572,FALSE,tablet,neutral,#foodie #love #fashion,0.378530781
39402,18,Other,Japan,978174,reel,education,19960,2796,414,3884,97573,14-11-2023,14706,FALSE,mobile,neutral,#love #fun,0.237463233
14263,28,Female,Australia,551436,video,tech,11727,2728,613,7254,35431,04-12-2022,303248,FALSE,mobile,positive,#reels #lifestyle #travel,0.4252773
56828,36,Female,Australia,802145,text,tech,13921,2039,1606,94,33331,28-09-2022,491699,FALSE,desktop,neutral,#love,0.527016891
57924,60,Male,France,399117,video,food,13021,75,1445,4291,64367,14-10-2023,7322,FALSE,tablet,neutral,#tech #fun,0.225907686
84182,51,Other,Germany,973523,video,fashion,19307,1449,519,4287,10228,03-08-2023,302050,FALSE,tablet,positive,#fun,2.080074306
69052,42,Male,India,304390,text,fashion,11233,286,,6799,24155,03-08-2023,550867,FALSE,mobile,positive,#fitness #travel,0.504740219
21664,57,Male,USA,823556,image,travel,19092,1568,1096,4617,94343,12-11-2023,502069,FALSE,desktop,positive,#reels #love #fashion,0.230605344
45737,25,Male,Australia,345389,video,tech,12600,,,4848,57459,09-09-2023,689164,FALSE,mobile,positive,#fashion,0.248281383
99563,17,Male,Canada,860520,image,education,10501,860,1050,5780,28746,07-04-2023,20006,FALSE,desktop,negative,#love #lifestyle,0.431747026
39373,37,Other,UK,761449,reel,fitness,8422,741,1192,5083,99322,11-11-2022,582498,TRUE,tablet,positive,#foodie #fitness,0.104256862
46397,32,Male,India,301926,text,food,19134,1730,774,7149,96220,27-02-2022,416948,FALSE,desktop,neutral,#love,0.224880482
96145,30,Female,UAE,948667,video,education,15739,2341,,1675,97004,11-01-2023,227531,FALSE,tablet,positive,#reels #fashion #love,0.205177106
48709,59,Female,India,585357,image,fashion,10885,808,584,12,67249,30-11-2023,559706,FALSE,desktop,neutral,#fun #foodie #fitness,0.182560335
71120,30,Female,Canada,129400,video,travel,7476,2933,1232,2301,74650,01-04-2023,441714,FALSE,mobile,positive,#fitness #fun,0.155941058
29250,14,Other,India,246477,reel,fitness,7931,1959,1634,4083,2220,11-02-2023,559275,FALSE,mobile,positive,#reels #music #fashion,5.190990991
31172,22,Male,Canada,479384,reel,tech,13699,413,879,6119,3491,20-01-2023,673573,FALSE,mobile,neutral,#music,4.294185047
21555,57,Other,UK,152763,video,music,2804,430,1935,6224,10258,25-02-2022,148262,FALSE,desktop,positive,#foodie,0.503899396
97410,62,Male,Japan,523425,text,music,16136,1813,897,7889,97624,04-04-2023,427201,FALSE,tablet,neutral,#music #fun,0.193046792
88617,59,Other,France,304670,reel,education,17225,1253,1962,372,41799,20-04-2023,285931,FALSE,mobile,neutral,#music,0.489006914
63276,24,Other,UK,772784,image,fitness,5575,1918,1566,4489,23846,31-05-2023,166484,FALSE,desktop,neutral,#travel #tech #fitness,0.379895999
67492,59,Male,Brazil,993242,reel,music,11775,2218,847,6009,13145,17-01-2022,244161,FALSE,desktop,positive,#travel,1.128946367
63002,25,Other,Japan,975955,image,fashion,10681,1340,1966,5851,54253,09-03-2023,658514,TRUE,mobile,neutral,#travel,0.257810628
99599,62,Male,France,209955,video,music,14918,543,1568,6028,40124,25-08-2022,236752,TRUE,mobile,positive,#travel #fashion,0.424409331
82355,59,Female,Germany,251628,image,food,13106,1514,724,417,69479,03-11-2022,426439,FALSE,mobile,neutral,#fitness #love #fashion,0.220843708
34762,23,Female,Canada,455281,video,education,,1411,656,5178,58241,09-03-2023,517998,FALSE,mobile,negative,#music #fun,0.377483216
21046,31,Female,Australia,836626,reel,music,607,71,610,6271,6229,24-01-2022,551941,FALSE,desktop,positive,#foodie #travel #fitness,0.206774763
38769,47,Other,Brazil,758596,text,tech,4618,1022,1845,816,68846,27-10-2022,622321,TRUE,tablet,neutral,#reels #lifestyle,0.108720913
63302,51,Female,UK,824576,reel,food,,531,1333,4869,91798,20-09-2023,192553,FALSE,tablet,negative,#reels,0.173783743
33150,38,Male,India,916744,reel,lifestyle,15568,2286,1023,1803,75605,26-08-2022,522231,FALSE,desktop,neutral,#music #fashion #lifestyle,0.249679254
78247,58,Female,UK,514407,reel,music,4257,2758,946,3612,38384,12-11-2023,483540,FALSE,tablet,negative,#love,0.207404127
14853,26,Female,France,209602,reel,music,15931,576,179,3404,48156,07-05-2023,275032,FALSE,desktop,positive,#foodie #love #travel,0.346498879
99399,57,Other,Brazil,314529,text,fitness,,1112,646,2939,10726,15-10-2022,729268,FALSE,desktop,positive,#travel #tech,1.636397539
31792,56,Male,USA,923072,reel,music,10223,,437,6425,54739,19-02-2023,478353,FALSE,desktop,positive,#fitness #lifestyle #music,0.230274576
69129,36,Other,France,462315,image,music,16585,712,1500,7747,94129,04-02-2023,371745,FALSE,tablet,positive,#fitness #love #fun,0.199694037
84478,53,Other,Japan,424437,text,fitness,1364,1558,394,6350,21037,20-02-2023,469311,FALSE,desktop,positive,#travel #lifestyle #reels,0.157627038
77298,13,Male,UK,738412,text,travel,751,641,1725,7439,18763,28-04-2023,759514,FALSE,desktop,negative,#tech,0.16612482
41987,63,Other,UK,346921,image,tech,13237,2637,,1332,96894,08-09-2022,43961,FALSE,mobile,positive,#travel #fitness #love,0.179980185
25850,55,Male,Brazil,826589,video,fitness,14708,2237,593,6546,75195,08-11-2023,37700,FALSE,mobile,negative,#love #lifestyle #fun,0.233233593
22112,34,Female,Canada,710090,reel,fashion,7545,811,56,3246,43827,04-02-2023,92574,TRUE,tablet,negative,#fashion #reels,0.191936478
34058,35,Male,Brazil,340324,text,lifestyle,5344,1014,1197,6361,7405,21-05-2022,516092,FALSE,mobile,neutral,#fitness #reels,1.020256583
55420,31,Male,Australia,454168,reel,fashion,1205,2672,1743,7839,91609,13-01-2023,609763,FALSE,mobile,neutral,#music #fun,0.061347684
48890,30,Male,UK,255194,reel,food,9512,1362,325,6469,22040,30-04-2022,518804,FALSE,mobile,neutral,#foodie #travel #fashion,0.508121597
76017,24,Other,Canada,796584,image,lifestyle,3887,2021,321,755,98558,04-12-2022,601866,FALSE,desktop,positive,#lifestyle #love #music,0.063201364
57304,40,Male,Canada,325612,image,music,1330,2676,182,5372,64106,26-03-2023,588173,FALSE,mobile,positive,#foodie #reels #lifestyle,0.065329298
42921,40,Male,Brazil,499547,image,lifestyle,8622,1540,234,3525,44246,10-06-2022,176891,FALSE,tablet,positive,#love #fashion,0.234959092
11524,45,Male,Germany,842462,reel,fashion,4683,2936,618,5308,13757,15-04-2022,282371,FALSE,desktop,neutral,#love #lifestyle,0.598749727
25048,31,Female,France,473555,text,music,18658,1861,,1796,83134,02-04-2022,540537,FALSE,tablet,negative,#tech,0.261361176
45111,40,Male,Japan,142262,text,fitness,3365,783,265,5562,799,30-04-2023,799416,FALSE,tablet,positive,#fitness #travel #fun,5.523153942
47904,64,Other,Germany,478358,video,fashion,17647,670,1667,3969,73201,23-02-2023,457287,FALSE,tablet,neutral,#fashion #tech #travel,0.273001735
64912,61,Male,UK,206435,reel,tech,4299,2769,1008,3059,7209,25-02-2023,29079,FALSE,tablet,,#reels #love #music,1.120266334
44008,49,Male,UK,710602,video,food,3733,2573,841,2177,74423,17-12-2023,379424,FALSE,tablet,neutral,#fun #lifestyle,0.096032141
10060,38,Female,UK,814952,video,education,,2584,328,3556,50265,06-07-2023,565357,FALSE,mobile,negative,#travel #fitness #fashion,0.091057396
84666,47,Male,UAE,789286,video,lifestyle,860,846,1853,2050,25215,23-02-2022,674139,FALSE,mobile,negative,#fitness #music #reels,0.141146143
93559,46,Other,India,972719,video,music,17228,1241,1388,1989,81274,24-08-2023,243820,TRUE,tablet,negative,#fashion #music #love,0.244321677
65337,47,Male,USA,743606,video,tech,11681,1277,682,7518,65647,09-10-2023,343513,FALSE,tablet,negative,#music,0.207777964
23350,52,Other,UAE,492278,reel,fitness,16520,1384,1833,554,10235,29-05-2023,495896,FALSE,mobile,positive,#love,1.928383
34354,28,Female,USA,641816,image,fitness,11424,,23,7300,20943,07-04-2022,379726,FALSE,tablet,positive,#reels,0.63080743
55186,50,Male,Canada,100068,video,fashion,5786,2961,1284,5809,761,22-07-2023,200424,FALSE,mobile,positive,#love,13.18134034
38145,25,Female,UK,955685,text,travel,9345,177,1378,5613,73017,28-09-2023,754161,FALSE,tablet,neutral,#music #tech #fashion,0.149280305
44020,35,Male,Australia,967186,reel,lifestyle,11598,275,195,265,61853,04-07-2022,630435,FALSE,tablet,positive,#foodie #fitness #fashion,0.195107755
96123,34,Other,Japan,799328,video,lifestyle,8325,2359,610,922,22058,09-03-2023,559521,FALSE,desktop,neutral,#love,0.512013782
85186,28,Female,Brazil,453082,text,travel,18445,1665,1513,2071,9714,16-04-2023,102432,TRUE,tablet,neutral,#fashion #lifestyle,2.225962528
95469,40,Male,Japan,590395,video,fitness,4378,790,1911,533,71507,05-05-2022,45659,FALSE,desktop,neutral,#lifestyle #love,0.098997301
30581,60,Other,Australia,666417,image,fitness,11045,1676,1356,5976,66215,30-11-2022,300110,FALSE,tablet,positive,#foodie #reels,0.212595333
98929,47,Female,Brazil,354935,reel,education,3730,1424,612,6146,90473,21-09-2022,265229,FALSE,desktop,positive,#lifestyle,0.063731721
33051,57,Male,Canada,476140,image,education,11684,1240,,3983,49747,10-07-2022,461126,FALSE,mobile,positive,#lifestyle #foodie #reels,0.297726496
61474,58,Female,Australia,325760,text,lifestyle,6122,2745,1964,1693,79106,28-12-2023,350866,TRUE,tablet,negative,#music,0.136917554
79626,,Male,UK,161321,video,education,1795,26,1978,4975,78715,09-08-2022,490224,FALSE,mobile,positive,#fun,0.04826272
16960,56,Other,Australia,635814,image,education,10041,2960,631,6570,15750,18-07-2022,685484,FALSE,desktop,positive,#love #fun #travel,0.86552381
45772,34,Other,UK,847812,image,music,8187,2469,320,2051,87954,10-12-2022,480112,TRUE,desktop,neutral,#tech,0.124792505
31520,33,Female,Australia,863871,video,food,4840,2548,1470,3690,13954,23-06-2022,548951,FALSE,desktop,negative,#fashion,0.634800057
59481,38,Female,Australia,584780,reel,lifestyle,10919,2955,1400,4903,67772,05-08-2022,5875,FALSE,desktop,neutral,#lifestyle #reels,0.225373311
46408,52,Male,Germany,782069,text,fitness,3726,2372,202,2831,70699,25-07-2022,433853,FALSE,mobile,neutral,#fashion,0.089110171
67134,33,Other,Japan,207535,reel,music,259,1347,1113,6646,54703,02-08-2023,696658,FALSE,desktop,neutral,#tech #foodie #reels,0.049704769
30491,37,Male,USA,115063,text,fitness,17625,1590,1730,4327,90717,08-01-2023,587026,FALSE,tablet,positive,#tech #fashion,0.230882855
11341,,Other,UAE,760083,text,education,1843,1726,176,2920,89317,23-06-2022,538701,TRUE,desktop,positive,#travel #lifestyle #reels,0.041929308
54623,13,Female,Germany,628501,image,food,13754,284,626,4845,16690,19-03-2022,144111,FALSE,mobile,positive,#fitness #tech,0.878609946
10338,18,Male,USA,909229,video,education,2280,1112,1868,4167,44491,19-11-2022,452991,FALSE,mobile,,#tech #reels #foodie,0.118226158
81431,35,Male,Germany,332842,reel,education,7796,1068,31,6231,35998,08-07-2023,669548,FALSE,tablet,positive,#lifestyle,0.247097061
22254,63,Other,India,184946,image,tech,4567,2545,1903,4623,81091,30-07-2023,432738,FALSE,mobile,neutral,#fun #lifestyle,0.1111714
61860,35,Other,Brazil,713206,image,tech,9300,911,945,885,18338,19-01-2023,753917,FALSE,desktop,neutral,#reels #fun,0.608354237
21344,55,Other,UK,800577,image,food,1255,1814,726,6746,54830,13-03-2023,104876,TRUE,tablet,positive,#travel,0.069213934
11750,55,Female,UAE,123655,reel,food,6462,2192,953,6593,38132,18-07-2022,359351,FALSE,tablet,neutral,#fitness #fashion #travel,0.251940627
64756,35,Male,Germany,589100,image,tech,10432,2995,819,6139,18144,25-08-2023,414884,FALSE,mobile,positive,#music #fitness,0.785163139
77957,44,Other,Germany,833350,video,tech,18042,81,790,6582,92793,07-01-2022,222277,FALSE,tablet,positive,#travel,0.203819254
